nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Aulnois-sous-Laon,02037,02,210200374,200043495,32,['02000'],1348.0
Les Autels,02038,02,210200382,240200634,32,['02360'],62.0
Autremencourt,02039,02,210200390,240200469,32,['02250'],176.0
Autreppes,02040,02,210200408,240200444,32,['02580'],175.0
Autreville,02041,02,210200416,200071785,32,['02300'],777.0
Azy-sur-Marne,02042,02,210200424,200072031,32,['02400'],369.0
Bagneux,02043,02,210200432,240200477,32,['02290'],62.0
Bancigny,02044,02,210200440,240200444,32,['02140'],26.0
Barenton-Bugny,02046,02,210200457,240200469,32,['02000'],555.0
Barenton-Cel,02047,02,210200465,240200469,32,['02000'],108.0
Barenton-sur-Serre,02048,02,210200473,240200469,32,['02270'],130.0
Barisis-aux-Bois,02049,02,210200481,200071769,32,['02700'],752.0
Barzy-en-Thiérache,02050,02,210200499,240200444,32,['02170'],316.0
Barzy-sur-Marne,02051,02,210200507,200072031,32,['02850'],380.0
Bassoles-Aulers,02052,02,210200515,200071769,32,['02380'],131.0
Vallées en Champagne,02053,02,200056307,200072031,32,['02330'],599.0
Bazoches-et-Saint-Thibaut,02054,02,200096410,240200501,32,['02220'],516.0
Beaumé,02055,02,210200549,240200600,32,['02500'],82.0
Beaumont-en-Beine,02056,02,210200556,200071785,32,['02300'],168.0
Beaurevoir,02057,02,210200564,240200493,32,['02110'],1281.0
Beaurieux,02058,02,210200572,240200592,32,['02160'],794.0
Beautor,02059,02,210200580,200071785,32,['02800'],2579.0
Beauvois-en-Vermandois,02060,02,210200598,240200493,32,['02590'],263.0
Becquigny,02061,02,210200606,240200493,32,['02110'],268.0
Belleau,02062,02,210200614,200072031,32,['02400'],131.0
Bellenglise,02063,02,210200622,240200493,32,['02420'],378.0
Belleu,02064,02,210200630,240200477,32,['02200'],3659.0
Bellicourt,02065,02,210200648,240200493,32,['02420'],560.0
Benay,02066,02,210200655,200040426,32,['02440'],191.0
Bergues-sur-Sambre,02067,02,210200663,240200444,32,['02450'],205.0
Berlancourt,02068,02,210200671,240200444,32,['02250'],85.0
Berlise,02069,02,210200689,240200634,32,['02340'],104.0
Bernot,02070,02,210200697,200071983,32,['02120'],431.0
Berny-Rivière,02071,02,210200705,200071991,32,['02290'],631.0
Berrieux,02072,02,210200713,240200592,32,['02820'],178.0
Berry-au-Bac,02073,02,210200721,240200576,32,['02190'],722.0
Bertaucourt-Epourdon,02074,02,210200739,200071785,32,['02800'],601.0
Berthenicourt,02075,02,210200747,200040426,32,['02240'],203.0
Bertricourt,02076,02,210200754,240200576,32,['02190'],159.0
Besmé,02078,02,210200770,200071769,32,['02300'],166.0
Besmont,02079,02,210200788,240200600,32,['02500'],132.0
Besny-et-Loizy,02080,02,210200796,200043495,32,['02870'],309.0
Béthancourt-en-Vaux,02081,02,210200804,200071785,32,['02300'],421.0
Beugneux,02082,02,210200812,240200519,32,['02210'],120.0
Beuvardes,02083,02,210200820,200072031,32,['02130'],736.0
Bézu-le-Guéry,02084,02,210200838,240200584,32,['02310'],248.0
Bézu-Saint-Germain,02085,02,210200846,200072031,32,['02400'],991.0
Bichancourt,02086,02,210208245,200071785,32,['02300'],979.0
Bieuxy,02087,02,210200853,200071991,32,['02290'],31.0
Bièvres,02088,02,210200861,200043495,32,['02860'],80.0
Billy-sur-Aisne,02089,02,210200879,240200477,32,['02200'],1130.0
Billy-sur-Ourcq,02090,02,210200887,240200519,32,['02210'],194.0
Blanzy-lès-Fismes,02091,02,210200895,240200501,32,['02160'],98.0
Blérancourt,02093,02,210200903,200071769,32,['02300'],1162.0
Blesmes,02094,02,210200911,200072031,32,['02400'],474.0
Bohain-en-Vermandois,02095,02,210200929,240200493,32,['02110'],5605.0
Bois-lès-Pargny,02096,02,210200937,240200469,32,['02270'],187.0
Boncourt,02097,02,210200945,240200576,32,['02350'],272.0
Bonneil,02098,02,210200952,200072031,32,['02400'],375.0
Bonnesvalyn,02099,02,210200960,200072031,32,['02400'],212.0
Bony,02100,02,210200978,240200493,32,['02420'],137.0
Bosmont-sur-Serre,02101,02,210200986,240200469,32,['02250'],170.0
Bouconville-Vauclair,02102,02,210200994,240200592,32,['02860'],181.0
Boué,02103,02,210201000,240200444,32,['02450'],1315.0
Bouffignereux,02104,02,210201018,240200576,32,['02160'],96.0
Bouresches,02105,02,210201026,200072031,32,['02400'],183.0
Bourg-et-Comin,02106,02,210201034,240200592,32,['02160'],809.0
Bourguignon-sous-Coucy,02107,02,210201042,200071769,32,['02300'],104.0
Bourguignon-sous-Montbavin,02108,02,210201059,200071769,32,['02000'],140.0
La Bouteille,02109,02,210201067,240200444,32,['02140'],464.0
Braine,02110,02,210201075,240200501,32,['02220'],2248.0
Brancourt-en-Laonnois,02111,02,210201083,200071769,32,['02320'],702.0
Brancourt-le-Grand,02112,02,210201091,240200493,32,['02110'],554.0
Brasles,02114,02,210201109,200072031,32,['02400'],1788.0
Braye-en-Laonnois,02115,02,210201117,240200592,32,['02000'],195.0
Braye-en-Thiérache,02116,02,210201125,240200444,32,['02140'],131.0
Bray-Saint-Christophe,02117,02,210208070,200071892,32,['02480'],64.0
Braye,02118,02,210208088,240200501,32,['02880'],129.0
Brécy,02119,02,210208096,200072031,32,['02210'],317.0
Brenelle,02120,02,210208104,240200501,32,['02220'],193.0
Breny,02121,02,210208146,240200519,32,['02210'],210.0
Brie,02122,02,210201133,200071785,32,['02870'],55.0
Brissay-Choigny,02123,02,210208112,200040426,32,['02240'],296.0
Brissy-Hamégicourt,02124,02,210208120,200040426,32,['02240'],653.0
Brumetz,02125,02,210208153,200072031,32,['02810'],175.0
Brunehamel,02126,02,210201141,240200634,32,['02360'],463.0
Bruyères-sur-Fère,02127,02,210201158,200072031,32,['02130'],199.0
Bruyères-et-Montbérault,02128,02,210201166,200043495,32,['02860'],1411.0
Bruys,02129,02,210201174,240200501,32,['02220'],20.0
Bucilly,02130,02,210201182,240200600,32,['02500'],204.0
Bucy-le-Long,02131,02,210208161,240200501,32,['02880'],1947.0
Bucy-lès-Cerny,02132,02,210201190,200043495,32,['02870'],188.0
Bucy-lès-Pierrepont,02133,02,210201208,240200576,32,['02350'],410.0
Buire,02134,02,210201216,240200600,32,['02500'],795.0
Buironfosse,02135,02,210201224,240200444,32,['02620'],1122.0
Burelles,02136,02,210201232,240200444,32,['02140'],123.0
Bussiares,02137,02,210201240,200072031,32,['02810'],126.0
Buzancy,02138,02,210201257,240200519,32,['02200'],175.0
Caillouël-Crépigny,02139,02,210201265,200071785,32,['02300'],459.0
Camelin,02140,02,210201273,200071769,32,['02300'],426.0
La Capelle,02141,02,210201281,240200444,32,['02260'],1745.0
Castres,02142,02,210201299,200071892,32,['02680'],246.0
Le Catelet,02143,02,210201307,240200493,32,['02420'],186.0
Caulaincourt,02144,02,210201315,240200493,32,['02490'],143.0
Caumont,02145,02,210201323,200071785,32,['02300'],547.0
Celles-lès-Condé,02146,02,210201331,200072031,32,['02330'],88.0
Celles-sur-Aisne,02148,02,210201356,240200501,32,['02370'],248.0
Cerizy,02149,02,210201364,200040426,32,['02240'],58.0
Cerny-en-Laonnois,02150,02,210201372,200043495,32,['02860'],63.0
Cerny-lès-Bucy,02151,02,210201380,200043495,32,['02870'],111.0
Cerseuil,02152,02,210201398,240200501,32,['02220'],87.0
Cessières-Suzy,02153,02,200086338,200043495,32,['02320'],801.0
Chacrise,02154,02,210201414,240200519,32,['02200'],375.0
Chaillevois,02155,02,210201422,200071769,32,['02000'],201.0
Chalandry,02156,02,210201430,240200469,32,['02270'],234.0
Chambry,02157,02,210201448,200043495,32,['02000'],827.0
Chamouille,02158,02,210201455,200043495,32,['02860'],272.0
Champs,02159,02,210201463,200071769,32,['02670'],313.0
Chaourse,02160,02,210201471,240200634,32,['02340'],495.0
La Chapelle-sur-Chézy,02162,02,210201497,240200584,32,['02570'],301.0
Charly-sur-Marne,02163,02,210201505,240200584,32,['02310'],2594.0
Le Charmel,02164,02,210201513,200072031,32,['02850'],323.0
Charmes,02165,02,210201521,200071785,32,['02800'],1568.0
Chartèves,02166,02,210201539,200072031,32,['02400'],361.0
Chassemy,02167,02,210201547,240200501,32,['02370'],895.0
Château-Thierry,02168,02,210201554,200072031,32,['02400'],15097.0
Châtillon-lès-Sons,02169,02,210201562,240200469,32,['02270'],83.0
Châtillon-sur-Oise,02170,02,210201570,200040426,32,['02240'],125.0
Chaudardes,02171,02,210201588,240200576,32,['02160'],91.0
Chaudun,02172,02,210201596,240200519,32,['02200'],238.0
Chauny,02173,02,210201604,200071785,32,['02300'],11596.0
Chavignon,02174,02,210201612,240200501,32,['02000'],859.0
Chavigny,02175,02,210201620,240200477,32,['02880'],153.0
Chavonne,02176,02,210201638,240200501,32,['02370'],214.0
Chérêt,02177,02,210201646,200043495,32,['02860'],147.0
Chermizy-Ailles,02178,02,210201653,240200592,32,['02860'],127.0
Chéry-Chartreuve,02179,02,210201661,240200501,32,['02220'],378.0
Chéry-lès-Pouilly,02180,02,210201679,240200469,32,['02000'],742.0
Chéry-lès-Rozoy,02181,02,210201687,240200634,32,['02360'],98.0
Chevennes,02182,02,210201695,240200444,32,['02250'],136.0
Chevregny,02183,02,210201703,240200592,32,['02000'],197.0
Chevresis-Monceau,02184,02,210201711,200040426,32,['02270'],329.0
Chézy-en-Orxois,02185,02,210201729,200072031,32,['02810'],389.0
Chézy-sur-Marne,02186,02,210201737,240200584,32,['02570'],1296.0
Chierry,02187,02,210201745,200072031,32,['02400'],1195.0
Chigny,02188,02,210201752,200071983,32,['02120'],140.0
Chivres-en-Laonnois,02189,02,210201760,240200576,32,['02350'],359.0
Chivres-Val,02190,02,210201778,240200501,32,['02880'],526.0
Chivy-lès-Étouvelles,02191,02,210201786,200043495,32,['02000'],484.0
Chouy,02192,02,210201794,200071991,32,['02210'],364.0
Cierges,02193,02,210208260,200072031,32,['02130'],62.0
Cilly,02194,02,210201810,240200469,32,['02250'],173.0
Ciry-Salsogne,02195,02,210201828,240200501,32,['02220'],882.0
Clacy-et-Thierret,02196,02,210201836,200043495,32,['02000'],289.0
Clairfontaine,02197,02,210201802,240200444,32,['02260'],509.0
Clamecy,02198,02,210201844,240200501,32,['02880'],243.0
Clastres,02199,02,210201851,200071892,32,['02440'],589.0
Clermont-les-Fermes,02200,02,210201869,240200634,32,['02340'],97.0
Cœuvres-et-Valsery,02201,02,210201877,200071991,32,['02600'],467.0
Coincy,02203,02,210201885,200072031,32,['02210'],1308.0
Coingt,02204,02,210201893,240200600,32,['02360'],61.0
Colligis-Crandelain,02205,02,210201901,200043495,32,['02860'],207.0
Colonfay,02206,02,210201919,240200444,32,['02120'],71.0
Commenchon,02207,02,210201927,200071785,32,['02300'],224.0
Concevreux,02208,02,210201935,240200576,32,['02160'],256.0
Condé-en-Brie,02209,02,210201943,200072031,32,['02330'],654.0
Condé-sur-Aisne,02210,02,210201950,240200501,32,['02370'],352.0
Condé-sur-Suippe,02211,02,210201968,240200576,32,['02190'],357.0
Condren,02212,02,210201976,200071785,32,['02700'],674.0
Connigis,02213,02,210201984,200072031,32,['02330'],306.0
Contescourt,02214,02,210201992,200071892,32,['02680'],61.0
Corbeny,02215,02,210202008,240200592,32,['02820'],851.0
Corcy,02216,02,210202016,200071991,32,['02600'],332.0
Coucy-le-Château-Auffrique,02217,02,210202024,200071769,32,['02380'],990.0
Coucy-lès-Eppes,02218,02,210202032,240200576,32,['02840'],649.0
Coucy-la-Ville,02219,02,210202040,200071769,32,['02380'],194.0
Coulonges-Cohan,02220,02,210202057,200072031,32,['02130'],443.0
Coupru,02221,02,210202065,240200584,32,['02310'],161.0
Courbes,02222,02,210202073,200071785,32,['02800'],39.0
Courboin,02223,02,210202081,200072031,32,['02330'],304.0
Courcelles-sur-Vesle,02224,02,210202099,240200501,32,['02220'],352.0
Courchamps,02225,02,210202107,200072031,32,['02810'],82.0
Courmelles,02226,02,210202115,240200477,32,['02200'],1808.0
Courmont,02227,02,210202123,200072031,32,['02130'],126.0
Courtemont-Varennes,02228,02,210202131,200072031,32,['02850'],361.0
Courtrizy-et-Fussigny,02229,02,210202149,240200576,32,['02820'],78.0
Couvrelles,02230,02,210202156,240200501,32,['02220'],174.0
Couvron-et-Aumencourt,02231,02,210202164,240200469,32,['02270'],926.0
Coyolles,02232,02,210202172,200071991,32,['02600'],366.0
Cramaille,02233,02,210202180,240200519,32,['02130'],127.0
Craonne,02234,02,210202198,240200592,32,['02160'],84.0
Craonnelle,02235,02,210202206,240200592,32,['02160'],119.0
Crécy-au-Mont,02236,02,210202214,200071769,32,['02380'],335.0
Crécy-sur-Serre,02237,02,210202222,240200469,32,['02270'],1472.0
Crépy,02238,02,210202230,200043495,32,['02870'],1812.0
Crézancy,02239,02,210202248,200072031,32,['02650'],1166.0
Croix-Fonsomme,02240,02,210202255,240200493,32,['02110'],183.0
La Croix-sur-Ourcq,02241,02,210202263,200072031,32,['02210'],87.0
Crouttes-sur-Marne,02242,02,210202271,240200584,32,['02310'],591.0
Crouy,02243,02,210202289,240200477,32,['02880'],3049.0
Crupilly,02244,02,210202297,200071983,32,['02120'],64.0
Cuffies,02245,02,210202305,240200477,32,['02880'],1733.0
Cugny,02246,02,210202313,200071892,32,['02480'],607.0
Cuirieux,02248,02,210202321,240200469,32,['02350'],152.0
Cuiry-Housse,02249,02,210202339,240200519,32,['02220'],102.0
Cuiry-lès-Chaudardes,02250,02,210202347,240200592,32,['02160'],84.0
Cuiry-lès-Iviers,02251,02,210202354,240200634,32,['02360'],28.0
Cuissy-et-Geny,02252,02,210202362,240200592,32,['02160'],72.0
Cuisy-en-Almont,02253,02,210202370,240200477,32,['02200'],361.0
Cutry,02254,02,210202388,200071991,32,['02600'],126.0
Cys-la-Commune,02255,02,210202396,240200501,32,['02220'],161.0
Dagny-Lambercy,02256,02,210202404,240200634,32,['02140'],123.0
Dallon,02257,02,210202412,200071892,32,['02680'],424.0
Dammard,02258,02,210202420,200071991,32,['02470'],378.0
Dampleux,02259,02,210202438,200071991,32,['02600'],370.0
Danizy,02260,02,210202446,200071785,32,['02800'],609.0
Dercy,02261,02,210202453,240200469,32,['02270'],392.0
Deuillet,02262,02,210202461,200071785,32,['02700'],208.0
Dhuizel,02263,02,210202479,240200501,32,['02220'],114.0
Dizy-le-Gros,02264,02,210202487,240200634,32,['02340'],717.0
Dohis,02265,02,210202495,240200634,32,['02360'],84.0
Dolignon,02266,02,210202503,240200634,32,['02360'],30.0
Dommiers,02267,02,210202511,200071991,32,['02600'],287.0
Domptin,02268,02,210202529,240200584,32,['02310'],654.0
Dorengt,02269,02,210202537,240200444,32,['02450'],148.0
Douchy,02270,02,210202545,240200493,32,['02590'],153.0
Dravegny,02271,02,210202552,200072031,32,['02130'],134.0
Droizy,02272,02,210202560,240200519,32,['02210'],75.0
Dury,02273,02,210202578,200071892,32,['02480'],191.0
Ébouleau,02274,02,210202586,240200576,32,['02350'],164.0
Effry,02275,02,210202594,240200600,32,['02500'],307.0
Englancourt,02276,02,210202602,240200444,32,['02260'],122.0
Épagny,02277,02,210202610,200071991,32,['02290'],337.0
Éparcy,02278,02,210202628,240200600,32,['02500'],38.0
Épaux-Bézu,02279,02,210202636,200072031,32,['02400'],534.0
Épieds,02280,02,210202644,200072031,32,['02400'],395.0
L'Épine-aux-Bois,02281,02,210202651,240200584,32,['02540'],241.0
Eppes,02282,02,210202669,200043495,32,['02840'],438.0
Erlon,02283,02,210202677,240200469,32,['02250'],278.0
Erloy,02284,02,210202685,240200444,32,['02260'],98.0
Esquéhéries,02286,02,210202693,240200444,32,['02170'],847.0
Essigny-le-Grand,02287,02,210202701,200040426,32,['02690'],1072.0
Essigny-le-Petit,02288,02,210202719,200071892,32,['02100'],345.0
Essises,02289,02,210202727,240200584,32,['02570'],399.0
Essômes-sur-Marne,02290,02,210202735,200072031,32,['02400'],2691.0
Estrées,02291,02,210202743,240200493,32,['02420'],408.0
Étampes-sur-Marne,02292,02,210202750,200072031,32,['02400'],1329.0
Étaves-et-Bocquiaux,02293,02,210202768,240200493,32,['02110'],543.0
Étouvelles,02294,02,210202776,200043495,32,['02000'],208.0
Étréaupont,02295,02,210202784,240200444,32,['02580'],839.0
Étreillers,02296,02,210202792,240200493,32,['02590'],1157.0
Étrépilly,02297,02,210202800,200072031,32,['02400'],125.0
Étreux,02298,02,210202818,200071983,32,['02510'],1436.0
Évergnicourt,02299,02,210202826,240200576,32,['02190'],522.0
Faverolles,02302,02,210202842,200071991,32,['02600'],363.0
Fayet,02303,02,210202859,200071892,32,['02100'],724.0
La Fère,02304,02,210202867,200071785,32,['02800'],2796.0
Fère-en-Tardenois,02305,02,210202875,200072031,32,['02130'],2836.0
La Ferté-Chevresis,02306,02,210202883,200040426,32,['02270'],526.0
La Ferté-Milon,02307,02,210202891,200071991,32,['02460'],2027.0
Fesmy-le-Sart,02308,02,210202909,240200444,32,['02450'],519.0
Festieux,02309,02,210202917,200043495,32,['02840'],704.0
Fieulaine,02310,02,210202925,200071892,32,['02110'],249.0
La Flamengrie,02312,02,210202941,240200444,32,['02260'],1103.0
Flavigny-le-Grand-et-Beaurain,02313,02,210202958,200071983,32,['02120'],420.0
Flavy-le-Martel,02315,02,210202966,200071892,32,['02520'],1701.0
Fleury,02316,02,210202974,200071991,32,['02600'],130.0
Fluquières,02317,02,210202982,240200493,32,['02590'],194.0
Folembray,02318,02,210202990,200071769,32,['02670'],1355.0
Fonsomme,02319,02,210203006,200071892,32,['02110'],518.0
Fontaine-lès-Clercs,02320,02,210203014,200071892,32,['02680'],232.0
Fontaine-lès-Vervins,02321,02,210203022,240200444,32,['02140'],862.0
Fontaine-Notre-Dame,02322,02,210203030,200071892,32,['02110'],378.0
Fontaine-Uterte,02323,02,210203048,240200493,32,['02110'],140.0
Fontenelle,02324,02,210203055,240200444,32,['02170'],280.0
Fontenoy,02326,02,210203071,200071991,32,['02290'],483.0
Foreste,02327,02,210203089,240200493,32,['02590'],166.0
Fossoy,02328,02,210203097,200072031,32,['02650'],535.0
Fourdrain,02329,02,210203105,200071785,32,['02870'],404.0
Francilly-Selency,02330,02,210203113,240200493,32,['02760'],463.0
Franqueville,02331,02,210203121,240200444,32,['02140'],106.0
Fresnes-en-Tardenois,02332,02,210203139,200072031,32,['02130'],272.0
Fresnes-sous-Coucy,02333,02,210203147,200071769,32,['02380'],160.0
Fresnoy-le-Grand,02334,02,210203154,240200493,32,['02230'],2890.0
Fressancourt,02335,02,210203162,200071785,32,['02800'],166.0
Frières-Faillouël,02336,02,210203170,200071785,32,['02700'],971.0
Froidestrées,02337,02,210203188,240200444,32,['02260'],198.0
Froidmont-Cohartille,02338,02,210203196,240200469,32,['02270'],236.0
Gandelu,02339,02,210203204,200072031,32,['02810'],683.0
Gauchy,02340,02,210203212,200071892,32,['02430'],5183.0
Gercy,02341,02,210203220,240200444,32,['02140'],258.0
Gergny,02342,02,210203238,240200444,32,['02260'],127.0
Germaine,02343,02,210203246,240200493,32,['02590'],84.0
Gibercourt,02345,02,210203261,200040426,32,['02440'],37.0
Gizy,02346,02,210203279,240200576,32,['02350'],630.0
Gland,02347,02,210203287,200072031,32,['02400'],425.0
Goudelancourt-lès-Berrieux,02349,02,210203303,240200592,32,['02820'],65.0
Goudelancourt-lès-Pierrepont,02350,02,210203311,240200576,32,['02350'],140.0
Goussancourt,02351,02,210203329,200072031,32,['02130'],120.0
Gouy,02352,02,210203337,240200493,32,['02420'],572.0
Grandlup-et-Fay,02353,02,210203345,240200469,32,['02350'],275.0
Grandrieux,02354,02,210203352,240200634,32,['02360'],80.0
Gricourt,02355,02,210203360,240200493,32,['02100'],1011.0
Grisolles,02356,02,210203378,200072031,32,['02210'],227.0
Gronard,02357,02,210203386,240200444,32,['02140'],56.0
Grougis,02358,02,210203394,200071983,32,['02110'],304.0
Grugies,02359,02,210203402,200071892,32,['02680'],1280.0
Villeneuve-sur-Aisne,02360,02,200085280,240200576,32,['02190'],2792.0
Guise,02361,02,210203428,200071983,32,['02120'],4490.0
Guivry,02362,02,210203436,200071785,32,['02300'],238.0
Guny,02363,02,210203444,200071769,32,['02300'],357.0
